measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,179,Federal Democratic Republic of Ethiopia,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,11737.547643519512,16303.568601877325,8424.136299104695
1,Deaths,177,Republic of Djibouti,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,544.5277071704777,702.8198311427741,421.7612021574966
1,Deaths,180,Republic of Kenya,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,8402.216875653101,10959.110545943604,6199.287363265481
1,Deaths,182,Republic of Malawi,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,4439.284128126508,5757.833626701868,3395.3825113080816
1,Deaths,184,Republic of Mozambique,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,4817.484451041369,6553.260847024655,3426.9251960351967
1,Deaths,178,State of Eritrea,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,1301.995375896862,1735.930250923925,948.057325150886
1,Deaths,185,Republic of Rwanda,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,5538.12613120427,7778.146710324266,3970.3558873075535
1,Deaths,183,Republic of Mauritius,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,1405.5730337778025,1685.8726598724409,1153.0696255942294
1,Deaths,187,Federal Republic of Somalia,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,3517.8713487418217,4565.253372596485,2590.725874666833
1,Deaths,193,Republic of Botswana,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,1226.0019318750765,1592.7091771511127,925.348965252386
1,Deaths,189,United Republic of Tanzania,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,13499.337540487291,17020.448476692527,10251.07575156348
1,Deaths,191,Republic of Zambia,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,4006.271455000134,5258.009441826099,2922.622194092321
1,Deaths,186,Republic of Seychelles,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,102.96722121311996,128.35460061522372,82.13926316314871
1,Deaths,190,Republic of Uganda,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,5214.975607871001,6929.686176568996,3835.7173881731183
1,Deaths,194,Kingdom of Lesotho,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,1179.5829885622968,1496.8480897931738,904.0319574574844
1,Deaths,196,Republic of South Africa,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,42612.31594148304,51181.9210550093,34509.65504598992
1,Deaths,195,Republic of Namibia,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,1075.0932610088694,1343.7982910826777,829.365924709543
1,Deaths,197,Kingdom of Eswatini,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,305.22325430156235,422.7818987077897,222.16531897238156
1,Deaths,198,Republic of Zimbabwe,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,5677.735755917992,7077.5723949891935,4361.501212609878
1,Deaths,202,Republic of Cameroon,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,5234.023343769201,6943.304382508159,3858.2998408467424
